_fid;idnr;benennung;belegenheit;belegenheit_detail;gruen_code;gruen_art;bezirk;stadtteil;ortsteil;gemarkung;aktualitaet;flaeche_ha;veroeffentlichung_jahr;eigentum;verwaltungsvermoegen;geom;coordinate_reference_system
DE.HH.UP_KLEINGARTENANLAGEN_126;001236;;Barsbütteler Straße;Barsbütteler Straße;65;Grün an Kleingärten;Wandsbek;Jenfeld;512;0;01.10.2025;0,2310;;FHH;Stadtgrün;POLYGON ((575933.620500 5936489.193500,575951.686600 5936486.005400,575948.498600 5936495.570600,575954.024800 5936497.058600,575957.850200 5936484.517500,575978.041700 5936480.054000,576002.909100 5936475.165500,576005.592800 5936474.997700,576006.991900 5936470.092200,576007.022100 5936468.076300,576003.971800 5936471.126800,575977.829100 5936476.653100,575954.662000 5936480.691500,575933.833000 5936485.154900,575928.943800 5936461.773500,575925.330000 5936443.493400,575951.047800 5936439.242500,575977.615700 5936434.991600,576006.521700 5936432.441300,576007.554400 5936432.629000,576007.632800 5936427.402900,575977.169500 5936431.376300,575957.545800 5936433.338600,575935.679400 5936437.543800,575926.708700 5936439.225700,575929.511500 5936417.357900,575930.913000 5936410.068600,575942.126200 5936397.452700,575942.967200 5936396.892000,576008.242700 5936386.786700,576008.364000 5936378.716900,575941.606000 5936391.672000,575926.175000 5936394.427000,575922.633000 5936425.091000,575921.289000 5936439.517000,575917.978000 5936439.636000,575910.825000 5936439.535000,575910.825000 5936439.531000,575910.814800 5936439.530900,575910.815800 5936438.222400,575910.706800 5936437.687600,575910.492300 5936437.420000,575905.861900 5936434.988100,575905.851900 5936434.983600,575889.639700 5936435.825500,575889.631200 5936435.825900,575886.526600 5936435.969900,575886.405000 5936442.658000,575886.395000 5936443.057000,575886.342100 5936445.138600,575886.231000 5936449.542000,575908.772900 5936444.289100,575917.708900 5936444.398100,575921.498200 5936444.549100,575921.497700 5936444.552600,575921.508000 5936444.553000,575920.827000 5936449.502000,575921.593000 5936480.279000,575922.839200 5936498.445500,575922.855600 5936498.415700,575925.331400 5936494.082400,575927.881900 5936491.106500,575933.620500 5936489.193500));EPSG:25832
DE.HH.UP_KLEINGARTENANLAGEN_127;001122;;Hinter der Lieth;Hinter der Lieth;65;Grün an Kleingärten;Eimsbüttel;Lokstedt;317;306;01.10.2025;0,0121;;FHH;Stadtgrün;POLYGON ((562641.917500 5939855.857000,562641.815500 5939855.772100,562636.146100 5939862.213900,562648.105500 5939869.036200,562653.490000 5939867.268300,562654.695600 5939864.777100,562650.355800 5939861.723400,562641.917500 5939855.857000));EPSG:25832
DE.HH.UP_KLEINGARTENANLAGEN_128;001123;;Hinter der Lieth;Hinter der Lieth;65;Grün an Kleingärten;Eimsbüttel;Lokstedt;317;306;01.10.2025;0,0364;;FHH;Stadtgrün;POLYGON ((562740.343900 5939813.264800,562710.808400 5939829.450900,562715.572800 5939842.190600,562743.371300 5939820.845500,562740.343900 5939813.264800));EPSG:25832
DE.HH.UP_KLEINGARTENANLAGEN_129;001125;;Stellinger Chaussee;Stellinger Chaussee;65;Grün an Kleingärten;Eimsbüttel;Lokstedt;317;306;01.10.2025;0,0949;;FHH;Stadtgrün;POLYGON ((562752.955000 5939660.123000,562774.639700 5939651.419000,562776.337300 5939648.393300,562775.492200 5939646.984900,562769.154000 5939644.450000,562764.083600 5939642.759900,562759.858000 5939643.182400,562744.646300 5939645.858400,562735.772700 5939647.548500,562733.096600 5939647.126000,562723.659800 5939640.788400,562713.544100 5939609.245300,562706.020700 5939611.876300,562713.827900 5939636.214000,562716.194800 5939643.323500,562739.012100 5939661.632000,562740.714000 5939665.035800,562752.955000 5939660.123000));EPSG:25832
DE.HH.UP_KLEINGARTENANLAGEN_130;001264;;Eulenkamp;Eulenkamp;65;Grün an Kleingärten;Wandsbek;Wandsbek;506;0;01.10.2025;0,5646;;FHH;Stadtgrün;POLYGON ((570940.234700 5937596.713000,570996.622000 5937572.569000,570994.277800 5937570.987900,570987.732100 5937564.945600,570973.633500 5937543.420100,570955.129100 5937514.467400,570942.382200 5937494.505300,570944.806900 5937492.941900,570956.720700 5937485.466600,570956.920000 5937485.341700,570957.647100 5937484.885500,570959.190800 5937487.209400,570966.429700 5937489.794600,570968.317200 5937489.929800,570974.432000 5937489.929800,570980.726500 5937490.109700,570990.797800 5937489.390400,570995.473800 5937488.671100,570997.092400 5937489.030700,570997.631800 5937495.325300,570999.070600 5937501.619700,570999.430200 5937506.295600,571003.206900 5937510.252100,571008.782000 5937514.208700,571018.313600 5937520.503200,571018.493400 5937523.200800,571011.119900 5937523.920100,571003.026900 5937524.819300,570994.753900 5937527.157100,570995.833000 5937529.495100,571010.220600 5937526.437900,571021.011200 5937526.437900,571023.708800 5937528.416200,571025.507300 5937532.013100,571026.046700 5937535.430000,571025.327300 5937540.465500,571021.010800 5937552.155200,571015.975100 5937562.406100,571014.814800 5937564.778200,571020.697000 5937562.442200,571076.945900 5937523.799800,571071.727500 5937514.928300,571069.029900 5937510.612200,571084.695500 5937501.084100,571082.403900 5937497.472100,571065.090700 5937507.991800,571065.612800 5937511.331500,571064.893400 5937516.367000,571057.699400 5937527.696900,571049.965900 5937538.127600,571045.290000 5937539.926000,571037.736500 5937539.746100,571032.161300 5937537.947800,571030.363000 5937534.710700,571029.000900 5937529.920200,570999.980100 5937484.175100,570995.114100 5937484.175100,570986.301800 5937485.973500,570976.949900 5937486.692700,570966.878500 5937486.333000,570963.373900 5937485.058600,570959.363800 5937478.845400,570957.065000 5937475.282500,570955.213600 5937472.413200,570919.611000 5937494.046000,570909.176000 5937500.387000,570902.374000 5937504.520000,570902.369100 5937504.518800,570894.815900 5937502.678900,570894.812000 5937502.677500,570888.526400 5937492.332100,570881.078000 5937490.650000,570866.279000 5937500.356000,570878.205000 5937519.204000,570881.648000 5937524.152000,570932.116500 5937600.189200,570940.234700 5937596.713000),(570905.393900 5937518.428700,570931.337300 5937501.627600,570938.672800 5937496.897400,570965.577100 5937538.762500,570984.207300 5937567.589100,570984.207300 5937571.239600,570969.730800 5937578.289000,570963.436500 5937580.806700,570947.952900 5937585.464400,570930.455400 5937558.022400,570912.454500 5937529.825000,570905.393900 5937518.428700));EPSG:25832
DE.HH.UP_KLEINGARTENANLAGEN_131;004160;428 Alsterkrug;Sportallee - Paeplowweg;Sportallee - Paeplowweg;60;Dauerkleingärten;Hamburg-Nord;Groß Borstel;406;0;01.10.2025;0,4268;;FHH;Stadtgrün;POLYGON ((566296.057400 5941258.024200,566274.001000 5941234.339000,566270.171000 5941239.732000,566269.779000 5941253.790000,566269.521300 5941253.772400,566269.514300 5941253.972200,566246.415000 5941252.198000,566259.454800 5941264.372900,566326.318000 5941326.801000,566373.826700 5941377.951200,566388.030500 5941361.012300,566368.632100 5941340.803600,566357.706000 5941329.076400,566338.759000 5941309.285000,566341.680000 5941306.698000,566336.889700 5941301.791200,566327.660600 5941291.863300,566315.174000 5941278.766800,566296.057400 5941258.024200));EPSG:25832
DE.HH.UP_KLEINGARTENANLAGEN_132;005986;428 Alsterkrug (Parkplatz);Sportallee - Paeplowweg;Sportallee - Paeplowweg;60;Dauerkleingärten;Hamburg-Nord;Groß Borstel;406;419;01.10.2025;0,0269;;FHH;Stadtgrün;POLYGON ((566253.341100 5941227.476800,566234.172600 5941226.253900,566233.693000 5941237.110000,566257.497400 5941238.821000,566257.526000 5941238.497200,566259.356400 5941227.770200,566253.341100 5941227.476800));EPSG:25832
DE.HH.UP_KLEINGARTENANLAGEN_133;001702;;Tondernstraße;Tondernstraße;65;Grün an Kleingärten;Hamburg-Nord;Dulsberg;425;0;01.10.2025;0,2135;;FHH;Stadtgrün;POLYGON ((570659.546100 5938465.888000,570688.080000 5938419.796000,570687.742800 5938419.503600,570674.601000 5938408.494700,570661.200200 5938396.866500,570651.899900 5938388.507400,570648.004400 5938385.006200,570635.017800 5938372.917500,570622.244300 5938360.603900,570609.687600 5938348.069400,570597.467500 5938335.437400,570597.349000 5938335.319000,570554.373200 5938377.666900,570565.505800 5938388.511100,570565.719300 5938388.714600,570569.545400 5938392.352200,570584.806100 5938406.778400,570606.675400 5938421.522600,570624.076800 5938433.254500,570622.965800 5938434.544700,570620.763300 5938437.102100,570620.951500 5938437.278300,570629.488700 5938444.926300,570630.064500 5938445.411500,570639.165400 5938452.609900,570639.437200 5938452.808400,570648.881000 5938459.378800,570649.517100 5938459.793800,570659.376700 5938465.791800,570659.546100 5938465.888000),(570623.508000 5938435.086900,570651.830800 5938401.538000,570655.890200 5938397.478300,570683.048200 5938421.553700,570660.652200 5938461.728700,570644.973700 5938453.190600,570632.514600 5938442.552700,570623.695300 5938435.274200,570623.508000 5938435.086900),(570642.752800 5938385.733000,570609.925500 5938418.980900,570589.092800 5938402.643400,570577.633600 5938393.840400,570565.475700 5938382.242700,570558.490900 5938375.118800,570594.960300 5938339.901400,570642.752800 5938385.733000));EPSG:25832
DE.HH.UP_KLEINGARTENANLAGEN_134;001262;;Friedrich-Ebert-Damm;Friedrich-Ebert-Damm;65;Grün an Kleingärten;Wandsbek;Wandsbek;509;0;01.10.2025;1,5347;;FHH;Stadtgrün;POLYGON ((571212.197000 5938273.636000,571251.563000 5938265.114000,571208.733000 5938124.092000,571215.616000 5938099.032100,571212.911100 5938094.830200,571197.863200 5938071.458500,571176.003600 5938037.507300,571170.596100 5938039.504000,571161.184600 5938043.039800,571153.566100 5938045.902000,571143.937000 5938020.275000,571112.597000 5937935.708000,571106.811000 5937919.868000,571122.734000 5937903.463100,571148.633100 5937848.061000,571144.837100 5937846.489000,571133.496100 5937869.711000,571130.210000 5937866.893000,571120.313100 5937842.956000,571112.178100 5937822.723100,571119.920200 5937817.821100,571121.971600 5937816.563900,571106.219100 5937809.330100,571099.169000 5937773.849000,571106.945000 5937755.415100,571097.859600 5937751.654500,571097.856000 5937751.653000,571095.072000 5937750.549300,571095.069000 5937750.548100,571090.416000 5937748.705000,571079.810000 5937744.814000,571070.504000 5937741.412000,571061.285000 5937738.189000,571052.891000 5937735.265000,571044.447000 5937732.402000,571036.046000 5937729.572000,571026.489000 5937726.317200,571013.523800 5937721.904600,571009.490400 5937720.509000,571009.479400 5937720.505200,570988.220900 5937713.243000,570983.738000 5937715.442000,570979.881000 5937726.733000,570988.443500 5937744.219000,570996.778400 5937761.814600,570998.145500 5937764.757600,570999.506200 5937767.703600,571000.860500 5937770.652400,571011.550000 5937794.538500,571011.601100 5937794.655600,571021.748700 5937818.434700,571021.822500 5937818.607100,571021.909300 5937818.820200,571031.624600 5937842.732500,571031.672000 5937842.851900,571041.099900 5937867.263200,571061.588200 5937921.734700,571110.898000 5938052.832000,571112.658000 5938057.511000,571113.363000 5938059.379000,571117.356000 5938070.234000,571116.955000 5938069.114000,571122.063000 5938067.645000,571120.604000 5938061.788000,571131.848000 5938058.267000,571134.580000 5938064.508000,571147.441000 5938060.248000,571155.479000 5938081.857000,571138.175000 5938086.986000,571134.280000 5938075.514000,571124.989000 5938078.298000,571123.730600 5938073.713400,571119.204300 5938075.430300,571120.005600 5938077.718900,571123.016400 5938086.523000,571123.700200 5938088.570300,571123.753200 5938088.729400,571124.483500 5938090.938000,571125.191400 5938093.099500,571128.719000 5938104.193600,571128.731100 5938104.232900,571132.092100 5938115.367400,571132.744900 5938117.600200,571133.345600 5938119.676000,571133.391400 5938119.834800,571133.966400 5938121.843700,571136.525900 5938131.035300,571140.072000 5938144.534300,571140.639900 5938146.789700,571141.158000 5938148.872300,571141.756200 5938151.305500,571142.217600 5938153.206000,571146.455000 5938171.703000,571166.669000 5938265.079000,571199.397000 5938257.997000,571203.205000 5938275.582000,571212.197000 5938273.636000),(571177.576000 5938087.753000,571180.094000 5938086.435000,571181.262900 5938086.505000,571183.318000 5938086.628000,571185.469000 5938087.255000,571187.495000 5938086.714000,571188.810000 5938085.472000,571190.347000 5938083.273000,571190.885400 5938081.060300,571191.110000 5938080.137000,571190.634000 5938077.718000,571192.014000 5938076.897000,571195.920000 5938079.893000,571199.610000 5938082.324000,571201.982000 5938085.824000,571201.249000 5938087.389500,571201.303300 5938089.248700,571202.132000 5938090.775000,571204.831000 5938092.553400,571207.872000 5938094.517000,571209.548000 5938097.000500,571207.817000 5938098.110000,571207.918000 5938098.476000,571208.098000 5938100.128000,571208.036000 5938100.977000,571207.628000 5938102.638000,571206.894000 5938104.648000,571206.066000 5938107.329000,571204.763200 5938110.372700,571203.076000 5938113.751000,571201.558000 5938115.567000,571199.614000 5938117.007000,571195.940000 5938118.779000,571191.665000 5938120.034000,571189.129000 5938120.399000,571186.011000 5938120.312000,571183.260900 5938119.617500,571182.436000 5938119.031000,571181.456000 5938117.458000,571180.383100 5938113.998200,571178.184000 5938108.251000,571179.032000 5938107.571000,571179.216000 5938106.956000,571179.875000 5938104.535000,571181.199000 5938103.118000,571182.413000 5938101.356000,571182.148000 5938099.760000,571181.153000 5938098.934000,571179.486000 5938098.660000,571178.148000 5938098.325000,571177.065000 5938097.457000,571176.247000 5938096.254000,571175.297000 5938094.339000,571174.968000 5938092.603000,571175.502000 5938090.347000,571175.969000 5938089.508000,571177.576000 5938087.753000),(571184.191000 5938128.797100,571205.231000 5938122.878000,571246.943000 5938260.220000,571211.130000 5938269.539000,571207.376000 5938255.111800,571207.375000 5938255.108000,571227.691200 5938249.246100,571227.695000 5938249.245000,571226.766000 5938246.028000,571217.935000 5938248.747000,571184.191000 5938128.797100),(571100.181600 5937924.283200,571104.313800 5937922.601200,571125.419100 5937981.303100,571142.400400 5938027.148800,571147.980000 5938040.490200,571141.059000 5938042.961900,571141.003000 5938043.014100,571139.959800 5938043.354200,571119.718500 5938049.955400,571074.332300 5937933.806800,571100.170200 5937924.287400,571100.181600 5937924.283200),(571206.996300 5938224.010200,571208.901500 5938231.358400,571212.167600 5938242.516800,571211.895400 5938245.238300,571211.351200 5938247.143500,571209.174100 5938248.776400,571203.186900 5938249.864900,571197.685300 5938251.068200,571194.478100 5938251.769800,571169.474700 5938257.252500,571168.895800 5938254.762900,571159.096800 5938208.769000,571152.836500 5938180.737200,571146.303800 5938149.711900,571142.798100 5938134.522400,571176.596100 5938126.335500,571178.962100 5938125.762300,571206.996300 5938224.010200),(571036.873000 5937753.448000,571053.788000 5937746.225000,571057.675000 5937755.573000,571073.923000 5937747.767000,571079.024000 5937759.514000,571079.213000 5937759.950000,571116.022000 5937844.868000,571129.543000 5937878.017000,571118.896000 5937900.526100,571101.939000 5937906.679000,571095.716100 5937889.947000,571085.496100 5937862.836100,571079.537100 5937847.992100,571067.738100 5937821.513100,571036.873000 5937753.448000),(571022.160500 5937740.807600,571026.643700 5937738.752700,571032.950600 5937751.716500,571039.958000 5937766.782400,571045.564000 5937780.447000,571057.126400 5937806.374500,571065.185000 5937824.944300,571074.995500 5937846.667400,571087.609000 5937880.303000,571098.821100 5937908.683200,571095.196000 5937909.977900,571095.189300 5937909.980300,571069.390000 5937919.194500,571069.092500 5937919.291400,571069.039700 5937919.194500,571049.768600 5937868.040400,571036.804700 5937837.908400,571024.541600 5937807.776300,571011.928000 5937777.994800,571000.361900 5937750.798800,571021.977200 5937740.891600,571021.982400 5937740.889200,571022.160500 5937740.807600));EPSG:25832
DE.HH.UP_KLEINGARTENANLAGEN_135;001281;;Rübenkamp - Jahnbrücke;Rübenkamp - Jahnbrücke;65;Grün an Kleingärten;Hamburg-Nord;Barmbek-Nord;429;453;01.10.2025;0,1510;;FHH;Stadtgrün;POLYGON ((568528.083000 5939600.509000,568531.019800 5939590.153700,568510.767000 5939586.672500,568515.112100 5939567.032300,568534.579100 5939570.682500,568536.417600 5939571.120400,568537.475000 5939567.392000,568538.390700 5939563.902100,568536.317000 5939563.556500,568516.154900 5939559.732400,568520.152400 5939543.047000,568521.716600 5939534.704300,568523.065500 5939530.780400,568524.511600 5939526.186400,568525.880200 5939522.276000,568529.008500 5939518.561200,568530.572700 5939515.041900,568532.332300 5939511.913700,568533.114400 5939509.958500,568533.309900 5939508.003300,568532.136800 5939499.595900,568531.550100 5939495.490100,568531.745700 5939492.752800,568534.091800 5939477.697900,568559.986200 5939481.600000,568564.364000 5939464.916000,568564.771200 5939463.734500,568561.660500 5939464.598500,568558.141300 5939478.284900,568542.890300 5939475.742800,568539.175500 5939475.742800,568541.828700 5939462.852100,568538.979800 5939464.598200,568534.678300 5939468.508500,568531.941100 5939473.591900,568531.159000 5939477.893300,568529.203800 5939487.473800,568527.639700 5939495.098900,568528.226300 5939497.640700,568529.008400 5939501.746600,568530.181600 5939505.657100,568529.595000 5939508.785300,568528.030900 5939513.086700,568525.880100 5939517.192500,568522.556300 5939523.449000,568519.145500 5939530.182700,568517.892800 5939532.792300,568517.371400 5939534.878000,568514.764300 5939547.565900,568512.504900 5939559.037100,568509.028800 5939576.591700,568508.159700 5939582.327300,568505.900200 5939588.584400,568502.771700 5939593.624700,568499.817100 5939599.881600,568498.774500 5939604.748200,568501.555400 5939604.921900,568500.338900 5939608.919400,568498.774700 5939611.005100,568495.124600 5939613.438300,568483.653100 5939613.438200,568477.523500 5939614.395800,568506.444000 5939616.363000,568509.577700 5939616.352300,568512.678100 5939615.897000,568515.682500 5939615.006200,568518.530000 5939613.698000,568520.491400 5939612.409900,568522.229000 5939610.833000,568524.724000 5939607.719400,568526.692100 5939604.248600,568528.083000 5939600.509000));EPSG:25832
DE.HH.UP_KLEINGARTENANLAGEN_136;001291;;Wilhelmsburger Reichsstraße;Wilhelmsburger Reichsstraße;65;Grün an Kleingärten;Hamburg-Mitte;Wilhelmsburg;136;0;01.10.2025;1,4096;;FHH;Stadtgrün;POLYGON ((567180.181800 5930156.403900,567197.943000 5930105.666700,567206.184600 5930084.882600,567182.892200 5930076.641200,567187.908700 5930062.665800,567193.447400 5930046.923700,567194.142700 5930047.366100,567233.784100 5930060.991900,567251.076000 5930067.227200,567251.102700 5930067.236700,567281.653800 5930078.064300,567284.946200 5930079.093100,567290.296100 5930082.179400,567308.403900 5930089.175100,567320.749800 5930093.745700,567362.315200 5930109.133500,567392.563300 5930120.244500,567380.616700 5930154.668800,567382.459000 5930155.366300,567417.536500 5930168.647500,567442.560000 5930178.122000,567443.759000 5930174.912000,567447.662000 5930165.038000,567454.073000 5930148.356000,567457.314200 5930139.967900,567455.254300 5930139.187600,567444.218200 5930135.008000,567398.797500 5930117.805900,567322.854600 5930089.044400,567252.118300 5930062.255000,567252.091500 5930062.244800,567213.343900 5930046.746300,567178.967300 5930033.120400,567193.665700 5930002.497500,567194.462400 5930000.837600,567197.548400 5929994.407900,567200.954900 5929984.497500,567203.038400 5929980.478900,567221.657600 5929935.719000,567200.439900 5929928.280400,567157.651700 5929912.304800,567084.994500 5929884.175000,567084.775900 5929884.085500,567078.973000 5929881.844000,567043.140000 5929867.048000,567055.292000 5930102.307000,567056.911000 5930133.646800,567060.039000 5930194.197000,567091.244500 5930191.975300,567122.837000 5930189.726000,567138.971800 5930196.328400,567142.318500 5930189.036300,567148.513900 5930176.782400,567157.876300 5930157.368200,567164.760600 5930154.063500,567175.482500 5930158.326100,567176.464100 5930155.302500,567180.181800 5930156.403900),(567154.941600 5930083.092000,567168.558000 5930050.124200,567171.424700 5930050.840800,567175.366400 5930039.373800,567175.431700 5930039.243000,567177.109200 5930039.933700,567190.503400 5930045.108500,567185.758600 5930057.649100,567176.800400 5930079.866500,567193.642500 5930086.674700,567187.909400 5930101.366800,567170.350500 5930095.275300,567171.425400 5930090.616900,567154.941600 5930083.092000),(567442.188900 5930150.484100,567437.943200 5930161.629800,567428.036000 5930157.914700,567423.967000 5930159.684000,567420.959500 5930160.391800,567419.588800 5930163.647200,567383.981700 5930150.493800,567393.891000 5930123.594100,567428.566300 5930136.154300,567446.788700 5930148.891900,567445.373500 5930150.130200,567442.188900 5930150.484100),(567109.284500 5929970.563200,567083.924400 5929962.938300,567077.544500 5929960.530900,567076.564900 5929960.161300,567076.740800 5929958.401400,567051.750800 5929951.714400,567050.663900 5929924.089200,567047.907700 5929874.981000,567081.526000 5929887.888500,567098.578600 5929894.105400,567186.365000 5929926.954800,567203.966900 5929933.704000,567200.335000 5929947.953300,567195.689800 5929967.774000,567192.283200 5929970.251700,567192.902700 5929976.755200,567192.593100 5929983.258900,567187.018900 5929995.646900,567184.081000 5929994.698900,567109.284500 5929970.563200),(567077.273100 5930190.173200,567064.954200 5930190.525600,567064.425700 5930178.734800,567061.913000 5930133.352500,567060.728800 5930110.804800,567059.496600 5930093.382300,567058.264400 5930073.496000,567057.678400 5930062.366300,567056.328000 5930042.698600,567055.271700 5930021.580400,567053.878600 5929993.264100,567052.983100 5929975.824400,567052.102800 5929958.577900,567072.693300 5929963.857100,567084.140300 5929969.693200,567084.508600 5929969.324800,567084.946800 5929969.496300,567091.631700 5929972.112000,567109.903900 5929977.686200,567130.034300 5929984.808700,567143.351400 5929989.763600,567169.056500 5929998.744300,567181.754000 5930003.389400,567166.579500 5930035.598200,567159.396600 5930049.284900,567148.265900 5930072.688900,567134.851900 5930102.086900,567119.440300 5930135.766000,567106.311100 5930131.485000,567106.309300 5930134.737700,567108.774300 5930185.949100,567091.132400 5930188.469600,567090.296000 5930188.589100,567077.273100 5930190.173200));EPSG:25832
DE.HH.UP_KLEINGARTENANLAGEN_137;001294;;Niedergeorgswerder Deich;Niedergeorgswerder Deich;65;Grün an Kleingärten;Hamburg-Mitte;Wilhelmsburg;136;0;01.10.2025;2,5776;;FHH;Stadtgrün;POLYGON ((567898.588500 5929043.272800,567915.147400 5929021.140500,567921.202800 5929013.110600,567927.290100 5929005.133500,567927.341000 5929005.067000,567928.599800 5929003.445900,567932.896000 5928997.913000,567936.236000 5928993.659000,567940.037000 5928988.811000,567967.352000 5928954.497000,568000.946000 5928912.414000,568007.332000 5928904.715000,568013.894000 5928897.166000,568020.558000 5928889.712000,568027.413000 5928882.464000,568034.477000 5928875.371000,568041.769000 5928868.546000,568049.313000 5928861.990000,568051.989000 5928859.807000,568057.064000 5928855.668000,568064.998000 5928849.572000,568072.027000 5928844.430000,568075.567000 5928841.643000,568082.486000 5928835.781000,568090.307000 5928828.739000,568094.659000 5928825.325000,568104.675000 5928819.450000,568113.556000 5928814.847000,568122.047000 5928810.450000,568125.114000 5928808.725000,568128.038000 5928806.758000,568130.332000 5928804.807000,568132.217000 5928802.446000,568133.609000 5928799.765000,568134.288400 5928798.383700,568115.227500 5928715.566900,568109.449400 5928717.100000,568108.966400 5928718.307900,568093.988400 5928725.314100,568083.358400 5928703.571800,568098.578000 5928696.807300,568107.033700 5928713.476300,568111.623600 5928712.026700,568114.209000 5928711.142200,568108.810800 5928687.687400,568057.727600 5928695.138600,568024.147000 5928700.037000,567993.052700 5928706.198000,567974.553200 5928712.021800,567947.810300 5928720.440600,567949.771900 5928723.954900,567956.333100 5928735.689100,567962.768200 5928746.666200,567963.815000 5928749.754700,567963.822600 5928749.777200,567963.701400 5928753.052500,567962.942400 5928755.582900,567960.791700 5928760.010900,567958.587700 5928763.747100,567950.417700 5928777.596700,567944.218500 5928787.844600,567943.567100 5928788.894900,567933.863300 5928804.537800,567931.525300 5928808.306700,567925.494700 5928817.576200,567913.223100 5928838.704600,567911.385700 5928841.711300,567909.513900 5928840.639100,567908.390900 5928842.469400,567910.258500 5928843.555600,567900.698400 5928859.200300,567889.335200 5928878.145600,567882.485300 5928889.105800,567878.306100 5928895.822500,567871.888300 5928908.658800,567868.903200 5928914.479900,567864.425600 5928924.032500,567862.299900 5928929.040700,567862.265100 5928929.122800,567858.993100 5928936.799900,567854.749500 5928945.796400,567848.299500 5928958.527400,567843.207300 5928967.863500,567836.587500 5928980.764100,567833.532100 5928985.856500,567830.816300 5928991.288500,567828.100500 5928995.871600,567825.554400 5929000.964000,567822.838600 5929006.056300,567822.189800 5929007.446600,567823.074000 5929008.073000,567853.458000 5929030.029000,567886.876000 5929059.793000,567886.953000 5929059.861100,567889.716300 5929055.509900,567893.759500 5929049.820200,567898.588500 5929043.272800),(567944.424900 5928866.061500,567923.202500 5928849.914500,567922.825200 5928849.485800,567923.433100 5928848.530400,567935.427900 5928828.461400,567961.493700 5928786.016700,567972.464500 5928768.188300,567991.943000 5928792.936400,568014.780400 5928822.693300,568011.089700 5928829.383000,567995.404100 5928854.065600,567983.870600 5928872.058500,567974.874500 5928886.591200,567974.413200 5928888.206000,567963.340500 5928879.901700,567944.424900 5928866.061500),(568015.466100 5928807.159700,567980.445400 5928765.177100,567984.206700 5928762.099600,567988.417500 5928758.654200,567981.411400 5928748.507900,567990.832800 5928728.698000,568014.749200 5928710.095800,568038.424100 5928704.538900,568045.671700 5928714.443700,568064.786200 5928700.058100,568087.465800 5928729.421000,568102.685800 5928749.713700,568097.854200 5928753.579100,568044.465200 5928796.340100,568021.756700 5928814.700800,568015.466100 5928807.159700),(567908.647900 5928871.442600,567918.486000 5928856.535700,567945.318400 5928876.212200,567968.113400 5928893.381900,567968.275100 5928893.503700,567970.362100 5928895.590600,567929.518400 5928944.485300,567910.736400 5928966.845700,567908.724600 5928969.476600,567906.860800 5928971.914000,567873.768600 5929013.951400,567860.651000 5929030.349000,567860.201700 5929030.366300,567835.435900 5929012.639900,567835.607400 5929012.163300,567849.917300 5928983.840300,567860.053500 5928965.355800,567872.872800 5928939.417900,567873.367600 5928938.675700,567874.661700 5928936.734600,567888.375400 5928909.306100,567908.647900 5928871.442600));EPSG:25832
